dates,VAX_count,day,sdm,events,I_1,I_2,I_3,Y_1,Y_2,Y_3,V_1,V_2,V_3,Infected,Y,V,logV
2020-12-29,0,294,0.05,0.1,195,197,251,3,2,3,330084.90498210373,330043.31494601216,348334.25871774886,643,8,307703.7792962308,12.636892843640394
2020-12-30,0,295,0.05,0.1,190,201,267,6,2,4,362946.5533814889,311408.7855043464,410577.1751649763,658,12,332197.9868814313,12.713486416183402
2020-12-31,0,296,0.05,0,198,196,267,3,2,5,388928.7673289762,350321.4791084799,472289.8252848881,661,10,368915.13462750136,12.818321909112147
2021-01-01,0,297,0.05,0,199,203,270,2,3,2,372286.64746246015,368159.63986492285,495386.14913513005,672,7,377382.88699821936,12.841015566421667
2021-01-02,1,298,0.05,0,209,214,267,3,3,1,317529.71054968884,342726.39914830675,473952.694523748,690,7,359655.8462016764,12.792902870416206
2021-01-03,0,299,0.05,0.1,215,228,272,4,4,4,312520.13196491275,342096.01046662877,506132.85317054053,715,12,376027.3728482205,12.837417219850478
2021-01-04,4,300,0.05,0.1,217,221,272,10,4,3,355189.7107644633,356107.01502831915,499885.01497224445,710,17,374675.7995152635,12.833816396400994
2021-01-05,35,301,0.05,0.1,215,222,269,3,5,4,406371.4656460259,380758.98698815604,461572.98551314196,706,12,397520.48378278647,12.893001743277843
2021-01-06,119,302,0.05,0.1,221,219,274,4,7,7,404902.63697418635,384974.9381245167,455286.6841725917,714,18,400194.0694288957,12.899704882003716
2021-01-07,84,303,0.04,0.1,218,221,280,2,5,2,375604.0167052825,392884.0324323761,478627.4937440204,719,9,383746.86995166633,12.857738421372538
2021-01-08,69,304,0.04,0.1,219,220,287,4,3,3,351236.2236056799,398459.3191052788,513957.0474296356,726,10,404785.44328658737,12.9111124360484
2021-01-09,57,305,0.04,0.1,215,212,284,6,9,9,377576.2847077105,394734.34461331903,490091.7931562385,711,24,395103.45796955103,12.886902928498746
2021-01-10,19,306,0.04,0.1,211,214,285,7,7,7,385912.37050821853,378816.23400046525,482695.13956972794,710,21,377713.73962365283,12.84189188512034
2021-01-11,109,307,0.04,0.1,215,222,291,5,5,10,368417.8306719383,369655.05626831646,489420.5829301053,728,20,388677.182831555,12.870504413886446
2021-01-12,78,308,0.04,0.1,208,229,291,5,5,8,321909.82044283394,367433.6184214589,466760.24417573947,728,18,363807.1321584514,12.804379149487657
2021-01-13,92,309,0.04,0.1,211,228,281,3,3,8,316414.3652818059,351753.75495503057,425796.76374062203,720,14,347702.6193329506,12.759102851280636
2021-01-14,7,310,0.04,0.1,204,225,275,4,4,10,351200.86906544975,343808.5474983352,402280.3870675948,704,18,352089.51920310414,12.771640738165333
2021-01-15,19,311,0.04,0.1,203,225,278,4,5,5,379096.72328652296,370360.7532620365,451440.80735974014,706,14,366552.05281752505,12.811895817011239
2021-01-16,23,312,0.04,0.1,194,225,264,9,10,3,373061.5096586261,389678.6229948823,507942.2826914715,683,22,382131.2166550941,12.85351932770351
2021-01-17,15,313,0.04,0.1,193,217,255,3,7,4,336329.85813945055,365678.1799739919,498054.2887462304,665,14,378598.3277644648,12.844231100855014
2021-01-18,53,314,0.05,0.1,194,217,258,3,8,10,284484.31407992204,374093.82985853404,473348.86802023486,669,21,366596.1720813363,12.812016172656566
2021-01-19,172,315,0.05,0.1,190,217,257,5,6,10,259967.24551127502,342450.81728063844,469136.34055106976,664,21,326106.44666505564,12.694979130564084
2021-01-20,72,316,0.05,0.1,176,216,254,7,6,6,240263.35742468853,331584.1120657125,461627.8006199554,646,19,324521.6747066463,12.690107607060972
2021-01-21,8,317,0.05,0.1,173,204,249,13,4,4,254211.48247847924,355162.08529810427,420976.9879489614,626,21,324772.96831153426,12.690881658164386
2021-01-22,7,318,0.05,0.1,167,199,242,2,2,4,241174.04369767584,354824.0587276469,379692.85116331227,608,8,294665.4239274599,12.59359583550203
2021-01-23,3,319,0.05,0.1,169,203,230,3,9,3,259140.4021188199,361709.20310346945,368829.7153052967,602,15,312657.87622000295,12.652864824490075
2021-01-24,4,320,0.05,0.1,158,204,218,4,5,4,252587.89940771286,351895.4780886235,348226.9726230326,580,13,302991.4679211834,12.621459925419082
2021-01-25,68,321,0.05,0.1,159,200,212,4,9,9,264960.30832789093,328685.60378021817,311793.3340040992,571,22,272631.8112423365,12.515877487116043
2021-01-26,77,322,0.05,0.1,154,199,214,2,2,5,263409.21150531643,301278.9801582589,283160.7221060046,567,9,264103.5945712296,12.484096708837164
2021-01-27,98,323,0.05,0.1,142,193,209,4,5,4,283577.8822174542,301392.07639203436,286125.91505548544,544,13,277773.4760263845,12.53456122607728
2021-01-28,117,324,0.05,0.1,136,183,200,3,5,8,263828.9649191271,311542.93024899135,318258.7689183949,519,16,279528.67164712393,12.540860148237856
2021-01-29,117,325,0.05,0.1,134,171,192,2,3,3,237503.13754810326,299124.6612354211,337245.0922340562,497,8,272752.9481160385,12.516321712494971
2021-01-30,135,326,0.05,0.1,131,160,187,5,4,7,220738.90885268166,261870.4165538767,320308.56305544084,478,16,240887.89420343578,12.392086934967649
2021-01-31,60,327,0.05,0.1,129,168,177,7,5,6,215813.9198789518,255411.9078843732,283282.6832333611,474,18,237101.11484823466,12.37624197405946
2021-02-01,189,328,0.05,0.1,124,164,173,3,6,5,211872.77019644398,279947.6562896424,268444.5897705445,461,14,229571.18008522483,12.343968413272073
2021-02-02,186,329,0.05,0.1,127,161,165,2,5,6,203048.47132865764,289928.6792318131,263479.1676851033,453,13,242652.50717037846,12.399385687235695
2021-02-03,259,330,0.05,0.1,128,154,162,6,4,7,206317.05092894795,300836.0511092764,257221.96365482933,444,17,237244.14353176518,12.376845031369882
2021-02-04,242,331,0.05,0.1,126,151,167,3,6,3,227183.11710029663,256465.15680637586,266900.6103218446,444,12,226919.7774446851,12.332351830674488
