X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.26505428599,34.0544638564391,94,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Good Samaritan Hospital,1225 Wilshire Blvd.,,Los Angeles,CA,24 hours a day,"Blood Donor Center Service/Intake (213) 977-4080, Volunteer Office Service/Intake (213) 977-2090, Admitting Service/Intake (213) 482-2760, Information Desk Service/Intake (213) 977-2121 Ext.8939, Breastfeeding Service/Intake (213) 977-2908, Main Hospital ",http://www.goodsam.org,,,578,"<strong>Good Samaritan Hospital</strong> is a world-class academic medical center affiliated with both USC and UCLA Schools of Medicine. Each year, Good Samaritan Hospital admits approximately <strong class=""v2""><em>12,500</em> patients</strong> (excluding newborns) and handles more than <strong><em>74,000</em> outpatient visits</strong>. More than <strong class=""v2""><em>3,400</em> deliveries</strong> and <strong><em>6,500</em> surgeries</strong> are performed annually in <strong class=""v2""><em>18</em> surgical suites</strong>. <a href=""http://www.goodsam.org/About-Us/Quick-Facts.aspx"">Discover how we can help you.</a>",90017,http://egis3.lacounty.gov/lms/?p=578,publish,34.05446389,-118.26505423,2016/01/22 16:13:16+00,,,6481384.40718938,1842306.7031303
-118.049359856517,33.9697935770968,165,211,,Health and Mental Health,Hospitals and Medical Centers,Respiratory Hospital,,Barlow Respiratory Hospital At Presbyterian Intercommunity Hospital,12401 Washington Blvd.,,Whittier,CA,24 hours a day,Service/Intake and Administration (562) 698-0811 Ext.2633,http://www.barlowhospital.org/index.php,,,631,"For more than a century at Barlow Respiratory Hospital, our focus has been on helping patients breathe easier.  As a Long-Term Acute Care Hospital, Barlow treats patients with critical care needs that require longer hospital stays and specialized, expert care.  On average, patients stay at Barlow for 30 days.",90602,http://egis3.lacounty.gov/lms/?p=631,publish,33.96979361,-118.0493598,2016/01/21 16:00:26+00,,,6546703.91368923,1811391.2967854
-118.305043156287,33.7383614673321,177,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Providence Little Company of Mary Medical Center,Providence Little Company Of Mary Hospital - San Pedro,1300 W. 7th St.,,San Pedro,CA,24 hours a day,"Admitting Service/Intake (310) 514-5235, Partners for Healthy Kids Mobile Healthcare Service/Intake (310) 514-5465,  Service/Intake and Administration (310) 832-3311, Inpatient Service/Intake (310) 514-5300, Physician Referral Service/Intake (800) 618-665",http://california.providence.org/san-pedro/Pages/default.aspx,,,635,"Providence Little Company of Mary Medical Center San Pedro prides itself on providing the South Bay with high quality medical care and compassionate service. We offer a comprehensive array of medical services, each distinguished by innovation, quality and excellence in their respective areas.",90732,http://egis3.lacounty.gov/lms/?p=635,publish,33.7383615,-118.3050431,2016/01/27 11:31:02+00,,,6468922.56072205,1727304.34619322
-118.462724065782,34.1942797768857,179,211,,Health and Mental Health,Hospitals and Medical Centers,Respiratory Hospital,Barlow Respiratory Hospital,Barlow Hospital At Valley Presbyterian Hospital,15107 Vanowen Blvd.,,Van Nuys,CA,24 hours a day,Service/Intake (818) 782-6600,http://www.barlowhospital.org/index.php,,,636,"For more than a century at Barlow Respiratory Hospital, our focus has been on helping patients breathe easier.  As a Long-Term Acute Care Hospital, Barlow treats patients with critical care needs that require longer hospital stays and specialized, expert care.  On average, patients stay at Barlow for 30 days.",91405,http://egis3.lacounty.gov/lms/?p=636,publish,34.19427981,-118.46272401,2016/01/21 16:06:04+00,,,6421744.04845197,1893404.52744365
-118.39620357636,34.2401534460657,182,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Pacifica Hospital Of The Valley,9449 San Fernando Rd.,,Sun Valley,CA,"24 hours a day
General Visiting Hours  11:00 a.m. to 8:00 p.m. daily ","Mental Health Resource - 24 hours Service/Intake and Hotline (800) 522-1154, 24-hour Emergency (818) 252-2184, Hospital Main Number Service/Intake and Administration (818) 767-3310



",http://www.pacificahospital.com,,,637,"Pacifica Hospital of the Valley, a 231 bed acute care facility, has been a major provider of healthcare to adults and children in the San Fernando Valley for over three decades. The hospital offers a full range of inpatient and outpatient services, including 24-hour Emergency Care, Surgery, Behavioral Health Services and Maternity. Comprehensive ancillary support includes ultrasound, MRI and Nuclear Medicine.",91352,http://egis3.lacounty.gov/lms/?p=637,publish,34.24015348,-118.39620352,2016/01/26 17:59:43+00,,,6441925.32337806,1910012.71109073
-118.309249856246,34.0354477669002,185,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Los Angeles Metropolitan Medical Center,2231 S. Western Ave.,,Los Angeles,CA,24 hours a day,"Psychiatric Intake Service/Intake (800) 787-4357, Main hospital Service/Intake (323) 730-7300,  Administrative (323) 730-7342",www.lammc.com,,,639,The medical center provides hospital services and health education for people of all ages in Los Angeles County.,90018,http://egis3.lacounty.gov/lms/?p=639,publish,34.0354478,-118.3092498,2013/08/21 11:49:48+00,,,6467976.15152563,1835424.65127765
-118.049255056796,33.9697942672178,232,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,PIH Health,PIH Health Hospital - Whittier,12401 E. Washington Blvd.,,Whittier,CA,"24 hours a day 7 days at week.

Visiting hours 11:30 am to 8:30 pm.","Main Hospital Number Service/Intake (562) 698-0811, Hospice of Pasadena Service/Intake (562) 947-3668, Breastfeeding Service/Intake (562) 698-0811 Ext.17652, Infant Passenger Safety Program Service/Intake (562) 698-0811 Ext.17541, Senior Life Center Servi",http://www.whittierpres.com,,,671,"The facility provides end of life, health education, hospital services and self-help groups for people of all ages.  Age, geographic and other restrictions apply for some services.",90602,http://egis3.lacounty.gov/lms/?p=671,publish,33.9697943,-118.049255,2016/01/27 11:06:00+00,,,6546735.69020046,1811391.53234923
-118.479344095728,34.0307953463747,242,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Providence St. John's Health Center,2121 Santa Monica Blvd,,Santa Monica,CA,"24 hours a day, 7 days at week","Physician Referral Service/Intake (888) 275-7542, Community Education Service/Intake (310) 829-8851, Breastfeeding classes/groups Service/Intake (310) 829-8944, Childbirth/New Parent/Breastfeeding Class sign up Service/Intake (310) 829-8258, Main Hospital",http://california.providence.org/saint-johns/,,,673,"Providence Saint John’s Health Center has been serving the Santa Monica and Westside communities since 1942, and since that time has earned a reputation for clinical excellence and award-winning care in a compassionate and tranquil healing environment.",90404,http://egis3.lacounty.gov/lms/?p=673,publish,34.03079538,-118.47934404,2016/02/02 11:39:32+00,,,6416434.52593455,1833933.71134615
-118.456548755825,34.2204257667753,247,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Mission Community Hospital,14850 Roscoe Blvd.,,Panorama City,CA,24 hours a day,"Emergency Services (818) 904-3500 
Intake Call Center (818) 904-3521 ",http://www.mchonline.org/contact-us,,,676,"At Mission Community, our doctors, nurses and hospital staff are dedicated to providing the best-possible care within a compassionate environment that meets each patient’s physical, social and emotional needs.

&nbsp;
<div class=""textwidget"">
<h1></h1>
</div>",91402,http://egis3.lacounty.gov/lms/?p=676,publish,34.2204258,-118.4565487,2016/01/25 16:32:24+00,,,6423654.64633681,1902910.88835214
-118.463054955626,34.1948098262753,255,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Valley Presbyterian Hospital,15107 Vanowen St.,,Van Nuys,CA,"24 hours a day, 7 days at week",818.782.6600,http://www.valleypres.org/Contact-Us.aspx,,,677,"Since 1958, Valley Presbyterian Hospital has been committed to providing the highest quality of care to our patients. <strong>We are especially honored to receive the Los Angeles Daily News's Readers Choice Award for Best Hospital for the tenth consecutive year. </strong>At VPH, ensuring the health of our community is our central focus.",91405,http://egis3.lacounty.gov/lms/?p=677,publish,34.19480986,-118.4630549,2016/01/28 17:10:18+00,ContactUs@valleypres.org ,,6421644.87771855,1893597.88073148
-117.751497657401,34.0770076673392,266,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Pomona Valley Hospital Medical Center,1798 N. Garey Ave.,,Pomona,CA,"24 hours a day 7 days at week

Visiting Hours
General 
10:00 a.m. to 8:00 p.m.","•Admitting 
909.865.9524
•Breast Health Center 
909.469.9472
•Emergency Services 
909.865.9500
•Foundation
909.865.9139
•Information & Patient Rooms 
909.865.9500
•Laboratory
909.865.9800
TDD (909) 629-6372

",http://www.pvhmc.org,,,685,"PVHMC is a not-for-profit, regional Medical Center dedicated to providing high quality, cost effective health care services to residents of the greater Pomona Valley.  The Medical Center offers a full range of services from local primary acute care to highly specialized regional services.  Selection of all services is based on community need, availability of financing and the organization’s technical ability to provide high quality results.  Basic to our mission is our commitment to continuously strive to improve the status of health by reaching out and serving the needs of our diverse ethnic, religious and cultural community.",91767,http://egis3.lacounty.gov/lms/?p=685,publish,34.0770077,-117.7514976,2016/01/27 10:41:20+00,,,6636922.36612597,1850498.00466105
-118.148691636363,33.859869567224,288,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Lakewood Regional Medical Center,3700 E. South St.,,Lakewood,CA,"24 hours a day
 
","FAX (562) 602-0083, Bereavement Support Group Service/Intake (562) 531-3031, Physician Referrals and Community Class information Service/Intake (800) 813-4345, Main Number Service/Intake and Administration (562) 531-2550",https://www.lakewoodregional.com/,,,698,"Lakewood Regional Medical Center is proud to be a integral part of the Orange County community. From orthopedics to cardiac care to urology, we’ve received many designations for quality care. Although we appreciate these prestigious honors, we are most honored by the opportunity to serve you and your loved ones. We’re committed to finding new ways to improve and make our hospital the best place for patients, physicians and employees. We appreciate the opportunity to serve you, and we are here any time you need help.",90712,http://egis3.lacounty.gov/lms/?p=698,publish,33.8598696,-118.14869158,2016/01/25 12:58:18+00,,,6516526.3011443,1771417.14116956
-118.439440786055,33.9819616769524,302,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Marina del Rey Hospital,Marina Del Rey Hospital,4650 Lincoln Blvd.,,Marina Del Rey,CA,24 hours a day,"Main Hospital: 310.823.8911 Emergency Room: 310.448.5200
Administration FAX FAX (310) 574-7854,  Administrative (310) 448-5261
Physician Referral Line Service/Intake (888) 600-5600
",http://www.marinahospital.com,,,704,"The hospital provides general acute care services and health education for adults who live in the West Los Angeles area including Culver City, El Segundo, Manhattan Beach, Mar Vista, Marina del Rey, Play del Rey, Santa Monica, Venice and Westchester. There are no geographic restrictions.

&nbsp;",90292,http://egis3.lacounty.gov/lms/?p=704,publish,33.98196171,-118.43944073,2016/01/25 14:06:24+00,,,6428447.00256573,1816107.05835123
-118.589894926067,34.1704341765254,331,Current Services Locator,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,LA County,Kaiser Permanente - Woodland Hills Medical Center,5601 De Soto Ave.,,Woodland Hills,CA,"818-719-2000
24 hours, 7 days a week

Adults:
 Monday – Friday, 5pm to 9pm
Weekends and holidays, 9am to 9pm
Medical Office Tower, Entrance A, 1st Floor

Pediatrics:
 Weekends and holidays, 9am to 7pm
 Northside Building, 2nd Floor, Suite 260

","818-719-2000

Advice Nurse
888-515-3500
7am to 7pm, every day

Advice after hours
888-576-6225

",https://thrive.kaiserpermanente.org/care-near-you/southern-california/woodland-hills/,,,730,"The Medical Centers Provides 24 Hour Emergency Services, Bereavement Support Groups, Health Education And Safe Havens For Abandoned Newborns.",91365,http://egis3.lacounty.gov/lms/?p=730,publish,34.17043421,-118.58989487,2016/01/25 10:06:15+00,,,6383237.44994038,1884928.18612865
-118.185954855877,33.7798523670177,1060,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,St. Mary Medical Center - Long Beach,1050 Linden Ave.,,Long Beach,CA,"24 hours a day, 7 days at week","Travel Immunizations Service/Intake (562) 491-9045, Physician Referral; Enrollment for Classes; 24 hours Service/Intake and Hotline (888) 478-6279, Rehabilitation Institute Service/Intake (562) 491-9794, St. Mary Senior Health Center Programs Service/Inta",http://www.dignityhealth.org/stmarymedical/,,,1130,"We were founded in August 1923 by the Sisters of Charity of the Incarnate Word to serve the healthcare needs of Long Beach and the surrounding communities. Today, our hospital and clinics continue to deliver quality medical services and programs. Our commitment is to provide the best patient experience for everyone who needs our care.",90813,http://egis3.lacounty.gov/lms/?p=1130,publish,33.7798524,-118.1859548,2016/01/28 15:59:43+00,,,6505159.0108868,1742315.64228606
-118.120129166465,33.7769267672683,1069,211,,Health and Mental Health,Hospitals and Medical Centers,,US Department of Veterans Affairs,Veterans Administration - Long Beach Healthcare System,5901 E. 7Th St.,,Long Beach,CA,"24 hours a day, 7 days at week","Service/Intake (888) 769-8387,  FAX (562) 826-5972, Menu for all services Service/Intake (562) 826-8000",http://www.longbeach.va.gov/,,,1134,"VA Long Beach Healthcare System is one of the most diversified health care systems in VA. Located along the Southern California coast, the facility provides comprehensive inpatient, outpatient, and extended care programs. The medical center and its community clinics employ more than 2,200 full-time employees, and VA Long Beach is the health care provider of choice for more than 50,000 Veterans. We are active in both research and education, partnering with universities and education centers across Southern California to train a new generation of health care leaders.",90822,http://egis3.lacounty.gov/lms/?p=1134,publish,33.7769268,-118.12012911,2016/01/29 11:25:26+00,,,6525162.03288855,1741220.47780973
-118.452529966376,34.0526682769666,1073,211,,Health and Mental Health,Hospitals and Medical Centers,,US Department of Veterans Affairs,Veterans Administration Greater Los Angeles Healthcare System - West Los Angeles,11301 Wilshire Blvd.,,Los Angeles,CA,"24 hours a day, 7 days at week","Eligibility/Enrollment questions Information Only (888) 816-0803, VA Nurse Advice Line - 24 hours Service/Intake and Hotline (877) 252-4866, National Homeless Hotline Service/Intake and Hotline (877) 424-3838, Mental Health Outpatient Treatment Center Ser",http://www.losangeles.va.gov/,,,1135,"The center provides hospital services, inpatient treatment for substance abuse, mental health services and substance abuse for veterans who have been honorably discharged or released from active military service.  Services are restricted to veterans.",90073,http://egis3.lacounty.gov/lms/?p=1135,publish,34.05266831,-118.45252991,2016/01/29 11:29:36+00,,,6424594.6818583,1841855.9602654
-118.238499956791,34.0520491670272,1179,211,,Health and Mental Health,Hospitals and Medical Centers,,Department of Veterans Affairs,US Department of Veterans Affairs - Los Angeles Ambulatory Care Center,351 E. Temple St.,,Los Angeles,CA,"Monday through Friday, 7:30am to 4:00pm","Service/Intake and Administration (213) 253-2677, Drug Abuse Clinic Service/Intake (213) 253-2677 Ext.4274,  FAX (213) 253-5510

",http://www.losangeles.va.gov/,,,1210,"The clinic provides health services, HIV/AIDS services, mental health services and substance abuse services for veterans.",90012,http://egis3.lacounty.gov/lms/?p=1210,publish,34.0520492,-118.2384999,2016/01/28 16:34:38+00,,,6489425.71230097,1841407.80630606
-118.003426656975,33.9500225675988,1207,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Whittier Hospital Medical Center,9080 Colima Rd.,,Whittier,CA,"24 hours a day, 7 days at week.","Physician Referrals/Health Education intake Service/Intake (800) 613-4291,  FAX (562) 693-6811,  Service/Intake and Administration (562) 945-3561

Patient Services/Business Office: 562.907.1608 
Customer Service: 562.464.6346 
Medical Records: 562.907",http://www.whittierhospital.com,,,1238,"A part of the Whittier community for over 50 years, Whittier Hospital Medical Center is committed to providing compassionate, quality care to the patients and families we serve. We offer a full range of medical services including emergency care, surgical services, women's and obstetric services, bloodless medicine program, and an award-winning pediatric sub-acute center.",90605,http://egis3.lacounty.gov/lms/?p=1238,publish,33.9500226,-118.0034266,2016/01/29 12:01:38+00,,,6560631.10368255,1804192.54445064
-118.158160206821,34.6880778759208,1220,211,,Health and Mental Health,Hospitals and Medical Centers,Trauma Center,,Antelope Valley Hospital,1600 West Avenue J,,Lancaster,CA,"Office hours are Monday through Friday, 8:00am to 5:00pm.  Emergency hours 24 hours per day.","TDD in ER TDD (661) 945-5772, Family Resource Center/Health Ed. Service/Intake (661) 726-6210, Register for Health Lectures Service/Intake (661) 726-6499, 888 WIC WORKS (State WIC Number) Service/Intake (888) 942-9675,  Administrative (661) 949-5533, WIC ",http://www.avhospital.org,420 beds,,1244,"The facility provides health education, hospital services, inpatient mental health services, safe haven services, self help groups, sexual assault services, and a WIC program primarily for people who live in the Antelope Valley.  Geographic restrictions apply for some services.",93534,http://egis3.lacounty.gov/lms/?p=1244,publish,34.68807791,-118.15816015,2016/01/21 14:53:23+00,,,6514125.79708706,2072823.91729181
-118.158160206821,34.6880778759208,1221,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Antelope Valley Hospital,1600 West Avenue J,,Lancaster,CA,"Office hours are Monday through Friday, 8:00am to 5:00pm.  Emergency hours 24 hours per day.","TDD in ER TDD (661) 945-5772, Family Resource Center/Health Ed. Service/Intake (661) 726-6210, Register for Health Lectures Service/Intake (661) 726-6499, 888 WIC WORKS (State WIC Number) Service/Intake (888) 942-9675,  Administrative (661) 949-5533, WIC ",http://www.avhospital.org,420 beds,,1244,"The facility provides health education, hospital services, inpatient mental health services, safe haven services, self help groups, sexual assault services, and a WIC program primarily for people who live in the Antelope Valley.  Geographic restrictions apply for some services.",93534,http://egis3.lacounty.gov/lms/?p=1244,publish,34.68807791,-118.15816015,2016/01/21 14:53:23+00,,,6514125.79708706,2072823.91729181
-118.158160206821,34.6880778759208,1222,211,,Health and Mental Health,Hospitals and Medical Centers,EDAP-PMC,,Antelope Valley Hospital,1600 West Avenue J,,Lancaster,CA,"Office hours are Monday through Friday, 8:00am to 5:00pm.  Emergency hours 24 hours per day.","TDD in ER TDD (661) 945-5772, Family Resource Center/Health Ed. Service/Intake (661) 726-6210, Register for Health Lectures Service/Intake (661) 726-6499, 888 WIC WORKS (State WIC Number) Service/Intake (888) 942-9675,  Administrative (661) 949-5533, WIC ",http://www.avhospital.org,420 beds,,1244,"The facility provides health education, hospital services, inpatient mental health services, safe haven services, self help groups, sexual assault services, and a WIC program primarily for people who live in the Antelope Valley.  Geographic restrictions apply for some services.",93534,http://egis3.lacounty.gov/lms/?p=1244,publish,34.68807791,-118.15816015,2016/01/21 14:53:23+00,,,6514125.79708706,2072823.91729181
-118.158160206821,34.6880778759208,1223,211,,Health and Mental Health,Hospitals and Medical Centers,Base Hospital,,Antelope Valley Hospital,1600 West Avenue J,,Lancaster,CA,"Office hours are Monday through Friday, 8:00am to 5:00pm.  Emergency hours 24 hours per day.","TDD in ER TDD (661) 945-5772, Family Resource Center/Health Ed. Service/Intake (661) 726-6210, Register for Health Lectures Service/Intake (661) 726-6499, 888 WIC WORKS (State WIC Number) Service/Intake (888) 942-9675,  Administrative (661) 949-5533, WIC ",http://www.avhospital.org,420 beds,,1244,"The facility provides health education, hospital services, inpatient mental health services, safe haven services, self help groups, sexual assault services, and a WIC program primarily for people who live in the Antelope Valley.  Geographic restrictions apply for some services.",93534,http://egis3.lacounty.gov/lms/?p=1244,publish,34.68807791,-118.15816015,2016/01/21 14:53:23+00,,,6514125.79708706,2072823.91729181
-118.158160206821,34.6880778759208,1224,211,,Health and Mental Health,Hospitals and Medical Centers,SART (Sexual Assault Response Team Center),,Antelope Valley Hospital,1600 West Avenue J,,Lancaster,CA,"Office hours are Monday through Friday, 8:00am to 5:00pm.  Emergency hours 24 hours per day.","TDD in ER TDD (661) 945-5772, Family Resource Center/Health Ed. Service/Intake (661) 726-6210, Register for Health Lectures Service/Intake (661) 726-6499, 888 WIC WORKS (State WIC Number) Service/Intake (888) 942-9675,  Administrative (661) 949-5533, WIC ",http://www.avhospital.org,420 beds,,1244,"The facility provides health education, hospital services, inpatient mental health services, safe haven services, self help groups, sexual assault services, and a WIC program primarily for people who live in the Antelope Valley.  Geographic restrictions apply for some services.",93534,http://egis3.lacounty.gov/lms/?p=1244,publish,34.68807791,-118.15816015,2016/01/21 14:53:23+00,,,6514125.79708706,2072823.91729181
-118.328140006438,34.1569220268489,1229,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Providence Saint Joseph Medical Center,501 S. Buena Vista St.,,Burbank,CA,24 hours a day 7 days at week,"Mall Walkers Weight Loss Group Information Only (818) 783-0550, Fitness Center/Smarter Weigh Program Service/Intake (818) 953-4494, Breastfeeding Support Group Service/Intake (818) 838-2229, Babywise Education Department Service/Intake (818) 847-4143, MD ",http://www.providence.org/losangeles,,,1245,"Providence Health &amp; Services, Southern California, is a not-for-profit Catholic health care ministry committed to providing for the needs of the communities we serve — especially the poor and vulnerable. The region serves the South Bay, Westside and the Greater San Fernando Valley Area, operating six award-winning medical centers, a comprehensive network of physician offices, long-term care, home care and hospice, urgent care centers and Providence High School.",91505,http://egis3.lacounty.gov/lms/?p=1245,publish,34.15692206,-118.32813995,2016/01/27 11:51:52+00,,,6462397.2873553,1879649.33448164
-118.563134596344,34.4213063656496,1238,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Henry Mayo Newhall Memorial Hospital,23845 W. McBean Pkwy.,,Valencia,CA,"Monday through Sunday, 24 hours per days.  Service hours vary.","FAX (661) 253-8142, Admitting Service/Intake and Administration (661) 253-8311, Physician Referrals Service/Intake (661) 253-8888, Hospital Main Number Service/Intake (Voice and TDD) (661) 253-8000",http://www.henrymayo.com/,,,1246,"Henry Mayo is a 238-bed, not-for-profit community hospital and trauma center.  Your family can count on us for critical life-saving services and specialized care when quality of life, comfort, safety and compassion are important to you and your loved ones.  Our emergency department is open 24-7 to serve you, and a panel of physicians, both specialists and subspecialists, are available around the clock for your most critical needs.",91355,http://egis3.lacounty.gov/lms/?p=1246,publish,34.4213064,-118.56313454,2016/01/22 17:01:02+00,info@henrymayo.com,,6391843.36940831,1976177.42160881
-118.145474646075,33.7882908175362,1248,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Community Hospital of Long Beach,1720 Termino Ave.,,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm","Administrative (562) 494-0600,  Service/Intake and Administration (562) 498-1000

",http://www.memorialcare.org/community-hospital-long-beach,,,1249,"Community Hospital Long Beach has been providing warm and personalized top-quality medical care that its patients have come to treasure and trust since first opening its doors in <strong>1924</strong>. Serving the greater Long Beach area with 24-hour emergency services and intensive care, Community Hospital Long Beach offers state-of-the-art imaging, cardiovascular diagnostics, mental health and wellness, women's heart screenings, occupational medicine, diabetes services and more.",90804,http://egis3.lacounty.gov/lms/?p=1249,publish,33.78829085,-118.14547459,2016/01/22 11:36:49+00,,,6517465.30714031,1745366.34779881
-118.29468196585,33.8929501773337,1250,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Memorial Hospital Of Gardena,1145 Redondo Beach Blvd.,,Gardena,CA,"24 hours a day

VISITING HOURS  11-8pm every day","Service/Intake and Administration (310) 532-4200

PHONE  (310) 532-4200  ",http://www.avantihospitals.com/memorial-hospital-of-gardena,,,1250,"Memorial Hospital of Gardena is a 172-bed acute care hospital which has been providing high quality medical services to the city of Gardena and the surrounding areas of Los Angeles County for over 50 years. Acquired by Avanti Hospitals in 2009, Memorial Hospital of Gardena is fully accredited by The Joint Commission and is a licensed provider for Medicare and Medi-Cal, along with many HMO’s, PPO’s, and managed care organizations. We offer a full range of diagnostic and therapeutic services designed to meet the needs of our patients.",90247,http://egis3.lacounty.gov/lms/?p=1250,publish,33.89295021,-118.29468191,2016/01/25 14:32:12+00,,,6472237.78112572,1783553.67759198
-117.944873627104,34.0713955169814,1251,211,,Health and Mental Health,Hospitals and Medical Centers,,,West Covina Medical Center,725 S. Orange Ave.,,West Covina,CA,24 hours a day,Service/Intake and Administration (626) 338-8481,,,,1251,"The facility provides hospital services for people aged 14 and older, in Los Angeles.",91790,http://egis3.lacounty.gov/lms/?p=1251,publish,34.07139555,-117.94487357,2016/01/22 13:21:20+00,,,6578364.97011764,1848367.19002506
-118.330698505606,33.3391852280922,1254,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,,Catalina Island Medical Center,100 Falls Canyon Rd.,,Avalon,CA,24 hours a day,Service/Intake and Administration (310) 510-0700,http://www.catalinaislandmedicalcenter.org/,,,1252,"As Avalon’s only hospital, we serve the medical needs of Santa Catalina Island’s 4,000 residents as well as the more than one million visitors who travel to Catalina each year. Catalina Island Medical Center features an array of medical services including a well-equipped laboratory, CT scanner and radiology department. In addition to 24-hour on-island care, Catalina’s hospital also provides recuperative care and a skilled nursing facility. Avalon doctors and a nurse practitioner are also available to see residents and visitors for routine medical care during regular physician office hours at the Catalina Island Medical Group.",90704,http://egis3.lacounty.gov/lms/?p=1252,publish,33.33918526,-118.33069845,2016/01/21 17:36:50+00,,,6460644.17570405,1582052.13669823
-118.098593646376,33.9124393573243,1258,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Avanti Hospitals,Coast Plaza Doctors Hospital,13100 Studebaker Rd.,,Norwalk,CA,"Monday through Friday, 9:00am to 5:00pm.  Emergency room hours are 24 hours per day.","FAX (562) 868-3198,  Service/Intake and Administration (562) 868-3751",http://www.coastplazahospital.com,,,1254,"Coast Plaza Hospital is a 117-bed acute care hospital which has been providing high quality medical services to the city of Norwalk and the surrounding areas of Southeast Los Angeles County for over 55 years. Acquired by Avanti Hospitals in 2011, Coast Plaza Hospital is fully accredited by The Joint Commission and is a licensed provider for Medicare and Medi-Cal, along with many HMO’s, PPO’s, and managed care organizations. We offer a full range of diagnostic and therapeutic services designed to meet the needs of our patients.",90650,http://egis3.lacounty.gov/lms/?p=1254,publish,33.91243939,-118.09859359,2016/01/22 11:18:44+00,,,6531755.23623756,1790529.82538506
-118.184546626329,34.0233909070374,1261,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Avanti Hospitals,East Los Angeles Doctors Hospital,4060 Whittier Blvd.,,Los Angeles,CA,"24 hours a day
VISITING HOURS  11-8pm every day",(323) 268-5514  ,http://www.avantihospitals.com/east-la-doctors-hospital,,,1256,"East Los Angeles Doctors Hospital is a 127-bed acute care hospital which has been providing high quality medical services to East Los Angeles and the surrounding areas for over 70 years. Acquired by Avanti Hospitals in 2009, East Los Angeles Doctors Hospital is fully accredited by The Joint Commission and is a licensed provider for Medicare and Medi-Cal, along with many HMO’s, PPO’s, and managed care organizations. We offer a full range of diagnostic and therapeutic services.",90023,http://egis3.lacounty.gov/lms/?p=1256,publish,34.02339094,-118.18454657,2016/01/22 14:21:59+00,,,6505749.68555847,1830944.12710223
-118.152753056646,34.1336389666256,1269,211,,Health and Mental Health,Hospitals and Medical Centers,911 Receiving,Huntington Memorial Hospital,Huntington Memorial Hospital,100 W. California Blvd.,,Pasadena,CA,"Monday through Friday, 8:00am to 5:00pm.  Emergency room hours are Monday through Sunday, 24 hours per day.","Service/Intake Administrative (626) 397-5000,  Healthy Eating Lifestyle Program (HELP) Service/Intake (626) 397-3660, Childbirth Education / New Parent Assistance Service/Intake (626) 397-8768, Breastfeeding Service/Intake (626) 397-3172, Physician Referr",http://www.huntingtonhospital.com/,,,1257,"Huntington Memorial Hospital is a 625-bed not-for-profit hospital that is home to the only level II <a class=""quicklinks"" href=""http://www.huntingtonhospital.com/Main/TraumaCare.aspx"">trauma center</a> in the San Gabriel Valley. In addition to being granted <a class=""quicklinks"" href=""http://www.huntingtonhospital.com/Main/Magnet.aspx"">Magnet</a><sup><span style=""font-size: small"">®</span></sup> status in 2011, Huntington Hospital has been <a class=""quicklinks"" href=""http://health.usnews.com/best-hospitals/area/ca/huntington-memorial-hospital-6932350"" target=""_blank"" rel=""nofollow"">ranked nationally</a> by U.S. News &amp; World Report in two specialties, and was named the 8th best hospital in California.",91105,http://egis3.lacounty.gov/lms/?p=1257,publish,34.133639,-118.152753,2016/01/25 09:09:31+00,,,6515444.62089297,1871049.28967389
